Sektor;Jednostka;Rok;Kwartal;Wartosc
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2020;1;5367,68
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2020;2;5248,83
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2020;3;5371,81
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2020;4;5656,51
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2021;1;5675,54
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2021;2;5775,25
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2021;3;5885,75
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2021;4;6221,04
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2022;1;6338,46
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2022;2;6566,15
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2022;3;6739,42
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2022;4;6965,94
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2023;1;7178,40
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2023;2;7365,35
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2023;3;7465,32
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2023;4;7767,85
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2024;1;8077,01
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2024;2;8168,67
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2024;3;8269,13
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2024;4;8549,18
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2025;1;8736,49
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2025;2;8919,94
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2025;3;8854,61
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2025;4;9228,64
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;zł;2026;1;9278,19
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2000;1;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2000;2;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2000;3;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2000;4;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2001;1;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2001;2;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2001;3;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2001;4;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2002;1;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2002;2;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2002;3;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2002;4;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2003;1;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2003;2;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2003;3;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2003;4;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2004;1;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2004;2;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2004;3;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2004;4;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2005;1;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2005;2;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2005;3;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2005;4;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2006;1;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2006;2;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2006;3;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2006;4;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2007;1;107,8
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2007;2;109,0
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2007;3;110,1
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2007;4;110,1
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2008;1;111,7
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2008;2;112,3
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2008;3;110,4
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2008;4;107,2
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2009;1;106,3
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2009;2;103,7
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2009;3;103,9
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2009;4;103,8
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2010;1;102,8
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2010;2;103,8
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2010;3;102,0
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2010;4;104,3
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2011;1;104,1
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2011;2;105,0
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2011;3;106,1
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2011;4;104,6
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2012;1;105,3
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2012;2;103,0
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2012;3;102,7
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2012;4;102,8
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2013;1;102,1
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2013;2;102,9
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2013;3;103,3
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2013;4;103,3
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2014;1;104,2
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2014;2;104,1
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2014;3;103,3
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2014;4;103,3
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2015;1;104,0
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2015;2;103,1
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2015;3;103,6
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2015;4;103,4
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2016;1;103,7
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2016;2;104,4
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2016;3;104,2
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2016;4;102,9
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2017;1;104,5
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2017;2;105,4
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2017;3;106,0
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2017;4;107,6
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2018;1;107,1
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2018;2;107,5
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2018;3;106,9
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2018;4;107,0
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2019;1;106,7
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2019;2;106,9
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2019;3;106,8
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2019;4;105,8
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2020;1;107,0
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2020;2;102,1
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2020;3;104,3
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2020;4;105,4
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2021;1;105,7
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2021;2;110,0
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2021;3;109,6
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2021;4;110,0
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2022;1;111,7
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2022;2;113,7
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2022;3;114,5
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2022;4;112,0
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2023;1;113,3
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2023;2;112,2
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2023;3;110,8
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2023;4;111,5
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2024;1;112,5
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2024;2;110,9
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2024;3;110,8
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2024;4;110,1
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2025;1;108,2
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2025;2;109,2
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2025;3;107,1
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2025;4;107,9
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;analogiczny okres roku poprzedniego=100;2026;1;106,2
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2000;1;.
Przeciętne miesięczne wynagrodzenie nominalne brutto  w sektorze przedsiębiorstw;od początku roku do końca okresu (analogiczny okres roku poprzedniego=100);2000;2;.
